image_name,target
ISIC_0052060,0.022239548764156892
ISIC_0052349,0.008311051252805141
ISIC_0058510,0.011054115530170272
ISIC_0073313,0.012188027070478709
ISIC_0073502,0.018570064658156343
ISIC_0074618,0.042259969440284394
ISIC_0076801,0.04395039641421451
ISIC_0077586,0.03765141624850185
ISIC_0082004,0.03852670719125006
ISIC_0082785,0.04825208146974916
ISIC_0085332,0.008663597254587081
ISIC_0087243,0.01721392249445941
ISIC_0088167,0.012523237064274986
ISIC_0089356,0.016845665888934318
ISIC_0090283,0.048227650361156
ISIC_0092481,0.017413478613367218
ISIC_0095455,0.011530450435040224
ISIC_0095790,0.023516484388809936
ISIC_0097719,0.3057737505551747
ISIC_0099348,0.14428684885853785
ISIC_0101040,0.016602351947287135
ISIC_0101383,0.017326962707196414
ISIC_0105104,0.17185369519690305
ISIC_0108196,0.029453649675926463
ISIC_0112420,0.6427936188828614
ISIC_0114232,0.013113523244584922
ISIC_0115798,0.03427888397093964
ISIC_0116844,0.010492928122854643
ISIC_0126432,0.018888222272562635
ISIC_0131485,0.018899814438833464
ISIC_0131912,0.011785682263271507
ISIC_0131978,0.0361383562444225
ISIC_0139322,0.01858277112040639
ISIC_0142066,0.019802134434547345
ISIC_0143109,0.018669128163619986
ISIC_0148210,0.09422027172534167
ISIC_0148937,0.10033550670408431
ISIC_0150213,0.03854745863956523
ISIC_0152553,0.011143816078255887
ISIC_0153127,0.02535085986824984
ISIC_0154289,0.023385682399818145
ISIC_0155813,0.38663732984650023
ISIC_0155983,0.7226261353162475
ISIC_0157088,0.011416375721142513
ISIC_0158761,0.012291951543475796
ISIC_0161963,0.07983205675613154
ISIC_0165178,0.18890450917422114
ISIC_0165230,0.15871311942347752
ISIC_0165615,0.014632854636299025
ISIC_0165617,0.012266712911896554
ISIC_0165674,0.017603443922204934
ISIC_0165928,0.10808862839173054
ISIC_0166561,0.01477794559081826
ISIC_0168125,0.0759466770954171
ISIC_0169378,0.033042884631601294
ISIC_0169575,0.015016078659458653
ISIC_0169906,0.6170272945224806
ISIC_0171865,0.43511298459626524
ISIC_0172678,0.017336099166215035
ISIC_0174800,0.06293365858119558
ISIC_0175014,0.046570315052083734
ISIC_0175798,0.6795277723116315
ISIC_0176152,0.06511812176747203
ISIC_0177083,0.01637284363733295
ISIC_0178235,0.3394529229077534
ISIC_0178258,0.028080164461052933
ISIC_0178428,0.16261365390714358
ISIC_0178741,0.11083391401750192
ISIC_0180057,0.03330835896721448
ISIC_0182213,0.29096281608153524
ISIC_0183334,0.01931323650743636
ISIC_0183449,0.25476542393032303
ISIC_0183658,0.013468520672720655
ISIC_0183771,0.039941356639556586
ISIC_0186715,0.10854135147409706
ISIC_0187786,0.016034599604121694
ISIC_0188485,0.02820270390133343
ISIC_0191895,0.41033404533347007
ISIC_0192184,0.0525763249572926
ISIC_0192807,0.00946625963647745
ISIC_0193289,0.37147036719444226
ISIC_0194115,0.04903537589044332
ISIC_0195744,0.08238132199361242
ISIC_0195995,0.012992464238087904
ISIC_0196159,0.11246060369667515
ISIC_0196622,0.013086951601844483
ISIC_0196807,0.04031219630192451
ISIC_0197182,0.007615221167445471
ISIC_0197440,0.10880725159205304
ISIC_0197860,0.10034732042040034
ISIC_0198376,0.01104376044632568
ISIC_0198622,0.02346822759485092
ISIC_0199195,0.01788711303117811
ISIC_0199718,0.012367431905135881
ISIC_0199780,0.01907781919225468
ISIC_0200120,0.45729238338468936
ISIC_0204399,0.013390022368100104
ISIC_0204875,0.016907423404678167
ISIC_0205627,0.010785585654396121
ISIC_0206261,0.017724204152806233
ISIC_0206934,0.19463304481614124
ISIC_0207197,0.055740378307481825
ISIC_0208233,0.34015370362383857
ISIC_0209640,0.018007804741006602
ISIC_0210915,0.018566922949499087
ISIC_0212435,0.013626452229775871
ISIC_0212468,0.019876752219752675
ISIC_0213848,0.021617931448222345
ISIC_0216203,0.0184385207900792
ISIC_0216447,0.5228202640206321
ISIC_0220438,0.8422279933138395
ISIC_0220466,0.016187499332471843
ISIC_0223354,0.021749393962800498
ISIC_0223463,0.10964056517928088
ISIC_0223760,0.014676473467039474
ISIC_0224309,0.03094118452908385
ISIC_0225471,0.016350982069475595
ISIC_0225894,0.0596051307526903
ISIC_0226234,0.014553735603040057
ISIC_0227767,0.012829727287978186
ISIC_0228452,0.02461944905744643
ISIC_0229266,0.017716403273194074
ISIC_0230247,0.0179693171679413
ISIC_0230499,0.06631653035109367
ISIC_0231539,0.04279529932990849
ISIC_0231788,0.01272764401093684
ISIC_0232763,0.0681850019682127
ISIC_0235107,0.03739010778883615
ISIC_0235501,0.29951660116659007
ISIC_0235505,0.23922826982324485
ISIC_0235542,0.03507671990044074
ISIC_0238185,0.014952854157986412
ISIC_0238872,0.2977847346843546
ISIC_0239635,0.4966463566444271
ISIC_0240839,0.02439032740169265
ISIC_0241566,0.15572432384524842
ISIC_0243686,0.05200274562681098
ISIC_0243937,0.024829451260769107
ISIC_0244266,0.029658364103763896
ISIC_0244465,0.01416121651947519
ISIC_0244617,0.09597459811380042
ISIC_0244885,0.01139437220109627
ISIC_0245273,0.1293360418399613
ISIC_0246008,0.017505306572599466
ISIC_0246211,0.020725582506332066
ISIC_0248702,0.017743898430676208
ISIC_0251455,0.19871987585934436
ISIC_0251656,0.029669168381124055
ISIC_0252811,0.11243288616682916
ISIC_0254594,0.00889169480049376
ISIC_0255112,0.015415100408140958
ISIC_0256267,0.01124091489430414
ISIC_0258149,0.06182169394928188
ISIC_0258489,0.010208156259142627
ISIC_0258717,0.266704400288551
ISIC_0259209,0.5792284203599227
ISIC_0259237,0.09161293212919148
ISIC_0261866,0.035079840778583
ISIC_0261904,0.014590518193017054
ISIC_0261907,0.01393677374323368
ISIC_0262392,0.019082184857533935
ISIC_0262492,0.014048166659562966
ISIC_0263920,0.021744896654824795
ISIC_0265011,0.010600500387397462
ISIC_0267082,0.029489632747531417
ISIC_0268025,0.028593812543276653
ISIC_0268451,0.0340214250600665
ISIC_0269476,0.015348535451320583
ISIC_0270022,0.014777467474472918
ISIC_0270367,0.02600255333776019
ISIC_0271223,0.01492287284897753
ISIC_0272190,0.017672577250459613
ISIC_0273533,0.017093501258346386
ISIC_0274458,0.47864818622759425
ISIC_0274698,0.23408927495932588
ISIC_0274789,0.42471934138234746
ISIC_0276718,0.044480426430340364
ISIC_0280382,0.011623794226323774
ISIC_0280752,0.008117132327917446
ISIC_0280782,0.15674542219903695
ISIC_0280827,0.077848067052507
ISIC_0281227,0.04315422546044757
ISIC_0282269,0.020661582589414626
ISIC_0282486,0.017863364123860966
ISIC_0282737,0.01100581633460711
ISIC_0284147,0.00959191806860413
ISIC_0284441,0.03995060276490167
ISIC_0284485,0.018870037121872657
ISIC_0285491,0.016053926377728643
ISIC_0285697,0.08279349163741737
ISIC_0286688,0.01628221070909789
ISIC_0287132,0.011357456606625632
ISIC_0287325,0.5550736637684528
ISIC_0288225,0.012236620855175137
ISIC_0290187,0.012611102271639175
ISIC_0291705,0.016557263254725285
ISIC_0292996,0.12588414956459903
ISIC_0294150,0.15969440535348495
ISIC_0296540,0.022928380546903947
ISIC_0297539,0.023521835329854465
ISIC_0297702,0.013681811194293613
ISIC_0298417,0.0599166682068206
ISIC_0299870,0.241847124798936
ISIC_0300002,0.0112756571307579
ISIC_0301547,0.0756937194406811
ISIC_0301769,0.010311279762586821
ISIC_0304467,0.010338576496473425
ISIC_0304666,0.02005850985572757
ISIC_0304667,0.038944519210423766
ISIC_0306094,0.018878969643297567
ISIC_0307004,0.4482992920493277
ISIC_0307411,0.013874545566200245
ISIC_0309192,0.03723533369786323
ISIC_0309503,0.06400467952077434
ISIC_0310320,0.44509527254592485
ISIC_0311235,0.8087237273646131
ISIC_0311814,0.027997511819712367
ISIC_0312717,0.01215251113138801
ISIC_0313675,0.013799671276897962
ISIC_0317285,0.031609772380509965
ISIC_0318934,0.012952845328267959
ISIC_0319131,0.01202101698853049
ISIC_0319990,0.01578615087647504
ISIC_0320662,0.011047364179269744
ISIC_0321218,0.02028178313492784
ISIC_0321906,0.02992021536102412
ISIC_0321948,0.04314628730991692
ISIC_0322514,0.08015062589282189
ISIC_0327756,0.11498881530763194
ISIC_0328346,0.02005989047959696
ISIC_0328687,0.013554221416500192
ISIC_0328823,0.013273959193933859
ISIC_0329169,0.021033536694261036
ISIC_0329910,0.021768711004557555
ISIC_0330060,0.11850704652518443
ISIC_0330886,0.033711922572092004
ISIC_0332421,0.086959165046265
ISIC_0332456,0.3428812214336461
ISIC_0334179,0.011910114903480444
ISIC_0335244,0.02180450201617218
ISIC_0335886,0.020501429424096593
ISIC_0336093,0.10363902371513027
