image_name,target
ISIC_0052060,0.04447700752831378
ISIC_0052349,0.01662085250561028
ISIC_0058510,0.022108231057830545
ISIC_0073313,0.024376053979957416
ISIC_0073502,0.03559985531631269
ISIC_0074618,0.04185974488056878
ISIC_0076801,0.08754874982842903
ISIC_0077586,0.0753020634970037
ISIC_0082004,0.07705341198250011
ISIC_0082785,0.09649635293949832
ISIC_0085332,0.017327194508984158
ISIC_0087243,0.03442784498183882
ISIC_0088167,0.025046472638549973
ISIC_0089356,0.033691331745468636
ISIC_0090283,0.09558931272231201
ISIC_0092481,0.03482695454673444
ISIC_0095455,0.023045400870080446
ISIC_0095790,0.04703296841661987
ISIC_0097719,0.3249696271103494
ISIC_0099348,0.2877102757170757
ISIC_0101040,0.03320441689457427
ISIC_0101383,0.034589625414392824
ISIC_0105104,0.3437057203938061
ISIC_0108196,0.05889917935185293
ISIC_0112420,0.7349681477657228
ISIC_0114232,0.026227045980169846
ISIC_0115798,0.06855776791717928
ISIC_0116844,0.020985856245689487
ISIC_0126432,0.02686709654512527
ISIC_0131485,0.037799628055666924
ISIC_0131912,0.023571362356543016
ISIC_0131978,0.072276712488698
ISIC_0139322,0.037165542240768075
ISIC_0142066,0.03960213886909469
ISIC_0143109,0.037338252427239975
ISIC_0148210,0.18843977645068333
ISIC_0148937,0.2006379134081686
ISIC_0150213,0.02989531527913045
ISIC_0152553,0.022287632155742778
ISIC_0153127,0.05070141873649968
ISIC_0154289,0.046767824799636294
ISIC_0155813,0.4775161976930004
ISIC_0155983,0.6688172706324951
ISIC_0157088,0.022786551442285027
ISIC_0158761,0.02458389774695159
ISIC_0161963,0.1596631925122631
ISIC_0165178,0.15261262434844228
ISIC_0165230,0.16907987584695502
ISIC_0165615,0.029263929272598053
ISIC_0165617,0.02197416082379311
ISIC_0165674,0.03520688211440987
ISIC_0165928,0.055083590783461076
ISIC_0166561,0.029555891037636513
ISIC_0168125,0.047704382190834206
ISIC_0169378,0.06608028926320259
ISIC_0169575,0.030031707318917304
ISIC_0169906,0.6282339700449614
ISIC_0171865,0.23912130419253055
ISIC_0172678,0.03467219833162507
ISIC_0174800,0.12567945716239115
ISIC_0175014,0.09314055370416748
ISIC_0175798,0.42900391762326323
ISIC_0176152,0.08523822153494405
ISIC_0177083,0.0327411072746659
ISIC_0178235,0.5064295628155069
ISIC_0178258,0.056159038922105865
ISIC_0178428,0.3252162078142872
ISIC_0178741,0.22030602703500385
ISIC_0180057,0.06660973793442895
ISIC_0182213,0.5812816351630705
ISIC_0183334,0.03862602701487272
ISIC_0183449,0.2910198858606461
ISIC_0183658,0.02693704134453731
ISIC_0183771,0.07988271321011317
ISIC_0186715,0.21694126094819413
ISIC_0187786,0.032069197578243384
ISIC_0188485,0.05638830780266686
ISIC_0191895,0.1810540836669401
ISIC_0192184,0.10515264951958521
ISIC_0192807,0.0189325192642549
ISIC_0193289,0.4888017693888846
ISIC_0194115,0.08043302478088665
ISIC_0195744,0.09393906998722483
ISIC_0195995,0.025964528476175808
ISIC_0196159,0.2159108283933503
ISIC_0196622,0.02617390308568897
ISIC_0196807,0.08060639260384901
ISIC_0197182,0.015230343534890941
ISIC_0197440,0.2176137481841061
ISIC_0197860,0.20069445484080067
ISIC_0198376,0.02208747439265136
ISIC_0198622,0.046824299189701844
ISIC_0199195,0.03576362606235622
ISIC_0199718,0.024734476810271765
ISIC_0199780,0.03815563689450936
ISIC_0200120,0.6412498037693787
